

INSERT INTO Teams (name, coach) VALUES('Mpxrn','Psuwyoqagu');
INSERT INTO Teams (name, coach) VALUES('Xpihy','Gvckfpmauc');
INSERT INTO Teams (name, coach) VALUES('Cptlt','Yrsvwkkjyz');
INSERT INTO Teams (name, coach) VALUES('Ffhxy','Nyhagbyheb');
INSERT INTO Teams (name, coach) VALUES('Jfmcw','Ebaicisktj');
INSERT INTO Teams (name, coach) VALUES('Uxrtw','Bwhtdqylfm');
INSERT INTO Teams (name, coach) VALUES('Djumz','Usfwhlqlhk');
INSERT INTO Teams (name, coach) VALUES('Rewnn','Fgevieoehl');
INSERT INTO Teams (name, coach) VALUES('Ratph','Mxvclnrjkt');
INSERT INTO Teams (name, coach) VALUES('Ujtkx','Shswsjfqxo');
INSERT INTO Teams (name, coach) VALUES('Ywsbq','Cummrctbrx');
INSERT INTO Teams (name, coach) VALUES('Bfxtn','Upjislfvmi');
INSERT INTO Teams (name, coach) VALUES('Ntygj','Bbobgezacq');
INSERT INTO Teams (name, coach) VALUES('Bsmnj','Tboakrwowq');
INSERT INTO Teams (name, coach) VALUES('Loonc','Yudbhnkcim');
INSERT INTO Teams (name, coach) VALUES('Nglph','Tmnsdblzkx');
INSERT INTO Teams (name, coach) VALUES('Nasuc','Rwrgbtwyaz');
INSERT INTO Teams (name, coach) VALUES('Ufgoi','Jkcgvstzvl');
INSERT INTO Teams (name, coach) VALUES('Tiwnv','Qmuhjcqmlo');
INSERT INTO Teams (name, coach) VALUES('Fkliq','Xzkbgkptiu');
INSERT INTO Teams (name, coach) VALUES('Dbotp','Tbksgywxxm');
INSERT INTO Teams (name, coach) VALUES('Brscu','Kakdkrugty');
INSERT INTO Teams (name, coach) VALUES('Ikzhv','Zypdahyyzd');
INSERT INTO Teams (name, coach) VALUES('Gjwni','Sapuwubilk');
INSERT INTO Teams (name, coach) VALUES('Vffzk','Ukryvqyxaw');
INSERT INTO Teams (name, coach) VALUES('Wvnfg','Ukyvptzydt');
INSERT INTO Teams (name, coach) VALUES('Dodbu','Twxhvampxh');
INSERT INTO Teams (name, coach) VALUES('Nowbe','Xvuhmhvetm');
INSERT INTO Teams (name, coach) VALUES('Htepd','Atdmdmijin');
INSERT INTO Teams (name, coach) VALUES('Xnvhq','Wivafalbmq');
INSERT INTO Teams (name, coach) VALUES('Lwerw','Sxbrtdaozj');
INSERT INTO Teams (name, coach) VALUES('Fkoel','Jyfrqrdqba');
INSERT INTO Teams (name, coach) VALUES('Aiqfo','Avzfjoadyw');
INSERT INTO Teams (name, coach) VALUES('Pmdru','Ylcetkpwsi');
INSERT INTO Teams (name, coach) VALUES('Cvywb','Bklyrfffyz');
INSERT INTO Teams (name, coach) VALUES('Suerg','Mrpwcfgwau');
INSERT INTO Teams (name, coach) VALUES('Cfyve','Lxinzpztrh');
INSERT INTO Teams (name, coach) VALUES('Chesi','Lbhefoswke');
INSERT INTO Teams (name, coach) VALUES('Dnbsc','Oatkdqaggi');
INSERT INTO Teams (name, coach) VALUES('Nzhcu','Lxraulrjca');
INSERT INTO Teams (name, coach) VALUES('Mwgmb','Ybxehaaxle');
INSERT INTO Teams (name, coach) VALUES('Uejdt','Snqegzjdev');
INSERT INTO Teams (name, coach) VALUES('Jbbxj','Kmhgyodjbq');
INSERT INTO Teams (name, coach) VALUES('Lsghd','Wuvdsunjoy');
INSERT INTO Teams (name, coach) VALUES('Hbouf','Mtlpholznc');
INSERT INTO Teams (name, coach) VALUES('Btokj','Mixzeselxb');
INSERT INTO Teams (name, coach) VALUES('Opfdt','Wzslimojbh');
INSERT INTO Teams (name, coach) VALUES('Nlckt','Cvdszaykwn');
INSERT INTO Teams (name, coach) VALUES('Olsnk','Ttxeahrxhb');
INSERT INTO Teams (name, coach) VALUES('Ppjkc','Bisbhfimre');


INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Xpihy',1,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Cptlt',4,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Ffhxy',10,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Jfmcw',1,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Uxrtw',2,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Djumz',7,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Rewnn',0,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Ratph',0,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Ujtkx',1,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Ywsbq',1,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Bfxtn',10,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Ntygj',3,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Bsmnj',7,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Loonc',6,4);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Nglph',6,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Nasuc',9,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Ufgoi',8,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Tiwnv',10,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Fkliq',7,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Dbotp',5,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Brscu',2,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Ikzhv',3,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Gjwni',9,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Vffzk',6,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Wvnfg',9,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Dodbu',10,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Nowbe',3,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Htepd',6,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Xnvhq',10,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Lwerw',2,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Fkoel',0,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Aiqfo',8,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Pmdru',1,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Cvywb',5,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Suerg',3,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Cfyve',10,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mpxrn', 'Chesi',3,10);
