

INSERT INTO states (state_id, name) VALUES(1, 'Xrgpt');
INSERT INTO states (state_id, name) VALUES(2, 'Issyc');
INSERT INTO states (state_id, name) VALUES(3, 'Murto');
INSERT INTO states (state_id, name) VALUES(4, 'Ogpsk');
INSERT INTO states (state_id, name) VALUES(5, 'Tbjhz');
INSERT INTO states (state_id, name) VALUES(6, 'Gvglw');
INSERT INTO states (state_id, name) VALUES(7, 'Zrivr');
INSERT INTO states (state_id, name) VALUES(8, 'Tjwjc');
INSERT INTO states (state_id, name) VALUES(9, 'Mmwpz');
INSERT INTO states (state_id, name) VALUES(10, 'Hvvib');
INSERT INTO states (state_id, name) VALUES(11, 'Wqjlv');
INSERT INTO states (state_id, name) VALUES(12, 'Eaxzl');
INSERT INTO states (state_id, name) VALUES(13, 'Hsyih');
INSERT INTO states (state_id, name) VALUES(14, 'Qpcae');
INSERT INTO states (state_id, name) VALUES(15, 'Xpukk');
INSERT INTO states (state_id, name) VALUES(16, 'Nptzj');
INSERT INTO states (state_id, name) VALUES(17, 'Vwazj');
INSERT INTO states (state_id, name) VALUES(18, 'Dmqva');
INSERT INTO states (state_id, name) VALUES(19, 'Sfqwk');
INSERT INTO states (state_id, name) VALUES(20, 'Rabkl');
INSERT INTO states (state_id, name) VALUES(21, 'Vgloh');
INSERT INTO states (state_id, name) VALUES(22, 'Fwdpi');
INSERT INTO states (state_id, name) VALUES(23, 'Lmdob');
INSERT INTO states (state_id, name) VALUES(24, 'Weoan');
INSERT INTO states (state_id, name) VALUES(25, 'Pddaz');
INSERT INTO states (state_id, name) VALUES(26, 'Fnnfq');
INSERT INTO states (state_id, name) VALUES(27, 'Eyuav');
INSERT INTO states (state_id, name) VALUES(28, 'Mbivf');
INSERT INTO states (state_id, name) VALUES(29, 'Hnsij');
INSERT INTO states (state_id, name) VALUES(30, 'Thhkb');
INSERT INTO states (state_id, name) VALUES(31, 'Bcjkh');
INSERT INTO states (state_id, name) VALUES(32, 'Rfpbn');
INSERT INTO states (state_id, name) VALUES(33, 'Ykhyn');
INSERT INTO states (state_id, name) VALUES(34, 'Csdgj');
INSERT INTO states (state_id, name) VALUES(35, 'Dqvrn');
INSERT INTO states (state_id, name) VALUES(36, 'Tdyra');
INSERT INTO states (state_id, name) VALUES(37, 'Qmcgk');
INSERT INTO states (state_id, name) VALUES(38, 'Hbwxn');
INSERT INTO states (state_id, name) VALUES(39, 'Uiiwg');
INSERT INTO states (state_id, name) VALUES(40, 'Akpzj');
INSERT INTO states (state_id, name) VALUES(41, 'Fiegc');
INSERT INTO states (state_id, name) VALUES(42, 'Cjshu');
INSERT INTO states (state_id, name) VALUES(43, 'Yixjf');
INSERT INTO states (state_id, name) VALUES(44, 'Faixa');
INSERT INTO states (state_id, name) VALUES(45, 'Cxsec');
INSERT INTO states (state_id, name) VALUES(46, 'Laesc');
INSERT INTO states (state_id, name) VALUES(47, 'Ncjzb');
INSERT INTO states (state_id, name) VALUES(48, 'Dnybp');
INSERT INTO states (state_id, name) VALUES(49, 'Diqup');
INSERT INTO states (state_id, name) VALUES(50, 'Dcpwi');


INSERT INTO categories (category_id, name, description) VALUES (1, 'Xtcmo', 'Efwublevaldydklidiiqqmtdzekdhmcifxviqufmkthjjweqej');
INSERT INTO categories (category_id, name, description) VALUES (2, 'Zxueq', 'Pnmcuzzycleyqmapmehqjcuumzccntrcswmkmdqdyomvetlpjb');
INSERT INTO categories (category_id, name, description) VALUES (3, 'Hnmnv', 'Ydgkxtmjdobwqgxpnsidtkmftacuahhyubrdtuapjprdwlzokm');
INSERT INTO categories (category_id, name, description) VALUES (4, 'Gyoeo', 'Gmtobqizfrzxmwsvbusfqpnkyrbmosvplckjdmpmsionjrnhmq');
INSERT INTO categories (category_id, name, description) VALUES (5, 'Hofue', 'Xkuryggrpupnjaajejfmkfssxudkxnzpgudnyrizjhjmywutcc');
INSERT INTO categories (category_id, name, description) VALUES (6, 'Fccjx', 'Osxrbahyivzltzzmpnftgbhuefakznknlaarxeahukjqsudjqo');
INSERT INTO categories (category_id, name, description) VALUES (7, 'Dyrqh', 'Fnbgjmbcsntjwpymlwwavmrlltbptgjnyzilooxwtdfqhffgyv');
INSERT INTO categories (category_id, name, description) VALUES (8, 'Cslgo', 'Ggzwocofbviipqweexrracwlnltjfqrfwcqbxprntqhcfexxfj');
INSERT INTO categories (category_id, name, description) VALUES (9, 'Ozhwe', 'Reyvbacezqedctbwttjkanufuyycwlrrssjcuqbrjowqapozuu');
INSERT INTO categories (category_id, name, description) VALUES (10, 'Ctzmm', 'Rmpfdgroyjtbkgdizhfbgiuzpbzlxddpebvzmutcphcpvumctk');
INSERT INTO categories (category_id, name, description) VALUES (11, 'Gmzvg', 'Lfpkbvfadfsyvetskjrqlyvytjeeacudwdoguhmyulsojxdlyw');
INSERT INTO categories (category_id, name, description) VALUES (12, 'Cmlmm', 'Avgvtbedwpmjsdrtvnlsuaixnlnjhdgyuprtqocaykvyfculqw');
INSERT INTO categories (category_id, name, description) VALUES (13, 'Rrewo', 'Iyxnofdoglesmikzdqmlrfavbiiytsdpssleafclckpjkvysgi');
INSERT INTO categories (category_id, name, description) VALUES (14, 'Xyekm', 'Znkrwrzxyjyetuwshpnggyjkvvfwpkqvwlextfpxowhyfnraqg');
INSERT INTO categories (category_id, name, description) VALUES (15, 'Drspq', 'Jzopeskmbgihjjxlpmfklhhhrukriqvoirqqhpumrrlxzemnqk');
INSERT INTO categories (category_id, name, description) VALUES (16, 'Caowu', 'Qfqclnphopavsskpxdubzwixqncptvlxuteljmvzcusujvvjbs');
INSERT INTO categories (category_id, name, description) VALUES (17, 'Quyyj', 'Rmwykyzttgiidopeojwqtplpcezxiulbmwvpjhqrqrzmoklhcz');
INSERT INTO categories (category_id, name, description) VALUES (18, 'Bntvn', 'Dilbgigyxfyoblxdmuxwtujmujmwsnpdtgpqxgvnivyrqstqkd');
INSERT INTO categories (category_id, name, description) VALUES (19, 'Qrbcn', 'Utkdvogdyfeleervmevukvlmklbavlcxrgsiahmaavpxdzvwuf');
INSERT INTO categories (category_id, name, description) VALUES (20, 'Wqjaj', 'Fsnudxeugpqcrnrskntguxlikribgzccjmgusguqsolxueyhnh');
INSERT INTO categories (category_id, name, description) VALUES (21, 'Hpthm', 'Cjqdrqetyyjvcqveqvhwaceldbuxjvdymnsajhvkwgqddmxvwo');
INSERT INTO categories (category_id, name, description) VALUES (22, 'Vpgav', 'Vnubbsnrwxoenwxbbtmzukzdknbjythxldfxezyrukuctwfnfl');
INSERT INTO categories (category_id, name, description) VALUES (23, 'Zkwun', 'Zczczvtfeirpkvpbdbldjukgbmbgabgagyqrjhgadpximfekrx');
INSERT INTO categories (category_id, name, description) VALUES (24, 'Hrjrt', 'Rpgocwyemfuewixqzshxjnklvtevpkbevflyzntpbvessbztzl');
INSERT INTO categories (category_id, name, description) VALUES (25, 'Qsevw', 'Yqwzefnzaqhmyzgvjevbbcsmvvoisvpezewrbzhgjthngyeiys');
INSERT INTO categories (category_id, name, description) VALUES (26, 'Qkuct', 'Qxxkyekxuesesqdzmaqzuididebcgbouvipzwwndocuephxvuw');
INSERT INTO categories (category_id, name, description) VALUES (27, 'Vyvox', 'Wiohlyiljzqpfmqcybxiszczytheodxhejcswucdcqskkfwoyi');
INSERT INTO categories (category_id, name, description) VALUES (28, 'Dtyyz', 'Amguovtxuoykoslykpjpzqxjphggcsxvsdagdxqokomgrmqajf');
INSERT INTO categories (category_id, name, description) VALUES (29, 'Fajhp', 'Ekftpoxhmhabsegvqxerfiigswkfzixfkadiojxdzhcjfvvaik');
INSERT INTO categories (category_id, name, description) VALUES (30, 'Kiixy', 'Dmhphkpaybyumrotlvaycnfyjeyffudyotqdnzqgvgcmaispho');
INSERT INTO categories (category_id, name, description) VALUES (31, 'Fssep', 'Giwnfqgjfipmmnvcrfbjsknfluqymtwzqklqyxgouxycffroig');
INSERT INTO categories (category_id, name, description) VALUES (32, 'Xljqm', 'Uyqlfzpywmfojmojtjadekzdrgdplsxgkpvsoudkgnqweymmdu');
INSERT INTO categories (category_id, name, description) VALUES (33, 'Pxkwk', 'Fgzazarjnejyoysuddkehyoxgziqcqhpngulwwtxkwhxmmrjvv');
INSERT INTO categories (category_id, name, description) VALUES (34, 'Mlenj', 'Gksrtwwyvwswiyuhqmsdgqgxarlsbcmohmhxnkyawjcoqtiaoh');
INSERT INTO categories (category_id, name, description) VALUES (35, 'Emlqp', 'Nuoyhzwqylgmdsqpmhzviyepjlymecfqmbbjonzdwiqjljkzvx');
INSERT INTO categories (category_id, name, description) VALUES (36, 'Gshuj', 'Wjqaskhgxeixrxssefpyvdkthyfndeitspzwqanlzzxdhyhggu');
INSERT INTO categories (category_id, name, description) VALUES (37, 'Egdbb', 'Pzbaejipnloqvwcezukxjimdkxteuosuluihdtbbjwgwffvova');
INSERT INTO categories (category_id, name, description) VALUES (38, 'Clezl', 'Entrptqrvewtfdflhzpavnsmdjnrupduzkeogudnmunxvmtplw');
INSERT INTO categories (category_id, name, description) VALUES (39, 'Qkmrt', 'Ykpvikvdauhnxkyzhmvkipmxiipywjvlkaurhetaucvkbnifsr');
INSERT INTO categories (category_id, name, description) VALUES (40, 'Qoaqs', 'Oxqwinkzizegyenmzmiimziqgccxeipamxsojqcjdstmhuggcr');
